type,magnitude,moment,name,fault_type,tect_type,rake,dip,dtop,dbottom,length,plane_count,slip_rate,dip_dir,shypo,dhypo,clon_subfault_0,clat_subfault_0,type_subfault_0,magnitude_subfault_0,moment_subfault_0,name_subfault_0,strike_subfault_0,rake_subfault_0,dip_subfault_0,dtop_subfault_0,dbottom_subfault_0,length_subfault_0,width_subfault_0,dip_dir_subfault_0,clon_subfault_1,clat_subfault_1,type_subfault_1,magnitude_subfault_1,moment_subfault_1,name_subfault_1,strike_subfault_1,rake_subfault_1,dip_subfault_1,dtop_subfault_1,dbottom_subfault_1,length_subfault_1,width_subfault_1,dip_dir_subfault_1,clon_subfault_2,clat_subfault_2,type_subfault_2,magnitude_subfault_2,moment_subfault_2,name_subfault_2,strike_subfault_2,rake_subfault_2,dip_subfault_2,dtop_subfault_2,dbottom_subfault_2,length_subfault_2,width_subfault_2,dip_dir_subfault_2,clon_subfault_3,clat_subfault_3,type_subfault_3,magnitude_subfault_3,moment_subfault_3,name_subfault_3,strike_subfault_3,rake_subfault_3,dip_subfault_3,dtop_subfault_3,dbottom_subfault_3,length_subfault_3,width_subfault_3,dip_dir_subfault_3,clon_subfault_4,clat_subfault_4,type_subfault_4,magnitude_subfault_4,moment_subfault_4,name_subfault_4,strike_subfault_4,rake_subfault_4,dip_subfault_4,dtop_subfault_4,dbottom_subfault_4,length_subfault_4,width_subfault_4,dip_dir_subfault_4,clon_subfault_5,clat_subfault_5,type_subfault_5,magnitude_subfault_5,moment_subfault_5,name_subfault_5,strike_subfault_5,rake_subfault_5,dip_subfault_5,dtop_subfault_5,dbottom_subfault_5,length_subfault_5,width_subfault_5,dip_dir_subfault_5,clon_subfault_6,clat_subfault_6,type_subfault_6,magnitude_subfault_6,moment_subfault_6,name_subfault_6,strike_subfault_6,rake_subfault_6,dip_subfault_6,dtop_subfault_6,dbottom_subfault_6,length_subfault_6,width_subfault_6,dip_dir_subfault_6,dt,seed,genslip_version,srfgen_seed
4,6.863385680739881,2.213494876704885e+26,Waitohi_REL16,OTHER_CRUSTAL_FAULTING,ACTIVE_SHALLOW,90.0,50.0,0.0,15.0,37.2,7,0.5,290.0,-0.02689686931885972,10.758445953411792,172.6475074775469,-42.765837541257206,0,6.863385680739881,2.213494876704885e+26,Waitohi,222.77885113514398,90.0,50.0,0.0,15.0,5.8,19.6,290.0,172.58750530620148,-42.79417058498918,0,6.863385680739881,2.213494876704885e+26,Waitohi,250.7578796361144,90.0,50.0,0.0,15.0,6.2,19.6,290.0,172.54333578628308,-42.80916530224379,0,6.863385680739881,2.213494876704885e+26,Waitohi,226.33533378577005,90.0,50.0,0.0,15.0,1.9,19.6,290.0,172.535,-42.834165,0,6.863385680739881,2.213494876704885e+26,Waitohi,180.0,90.0,50.0,0.0,15.0,4.3,19.6,290.0,172.5241667550313,-42.863330510817946,0,6.863385680739881,2.213494876704885e+26,Waitohi,218.4486043710723,90.0,50.0,0.0,15.0,2.8,19.6,290.0,172.46419558034384,-42.911675518999346,0,6.863385680739881,2.213494876704885e+26,Waitohi,223.1742339792115,90.0,50.0,0.0,15.0,11.7,19.6,290.0,172.38833752839264,-42.95583809452517,0,6.863385680739881,2.213494876704885e+26,Waitohi,253.335575468324,90.0,50.0,0.0,15.0,4.5,19.6,290.0,0.005,187910043,5.4.2,2009869830
