type,magnitude,moment,name,fault_type,tect_type,rake,dip,dtop,dbottom,length,plane_count,slip_rate,dip_dir,shypo,dhypo,clon_subfault_0,clat_subfault_0,type_subfault_0,magnitude_subfault_0,moment_subfault_0,name_subfault_0,strike_subfault_0,rake_subfault_0,dip_subfault_0,dtop_subfault_0,dbottom_subfault_0,length_subfault_0,width_subfault_0,dip_dir_subfault_0,clon_subfault_1,clat_subfault_1,type_subfault_1,magnitude_subfault_1,moment_subfault_1,name_subfault_1,strike_subfault_1,rake_subfault_1,dip_subfault_1,dtop_subfault_1,dbottom_subfault_1,length_subfault_1,width_subfault_1,dip_dir_subfault_1,clon_subfault_2,clat_subfault_2,type_subfault_2,magnitude_subfault_2,moment_subfault_2,name_subfault_2,strike_subfault_2,rake_subfault_2,dip_subfault_2,dtop_subfault_2,dbottom_subfault_2,length_subfault_2,width_subfault_2,dip_dir_subfault_2,clon_subfault_3,clat_subfault_3,type_subfault_3,magnitude_subfault_3,moment_subfault_3,name_subfault_3,strike_subfault_3,rake_subfault_3,dip_subfault_3,dtop_subfault_3,dbottom_subfault_3,length_subfault_3,width_subfault_3,dip_dir_subfault_3,clon_subfault_4,clat_subfault_4,type_subfault_4,magnitude_subfault_4,moment_subfault_4,name_subfault_4,strike_subfault_4,rake_subfault_4,dip_subfault_4,dtop_subfault_4,dbottom_subfault_4,length_subfault_4,width_subfault_4,dip_dir_subfault_4,dt,seed,genslip_version,sdrop,srfgen_seed
4,6.794403240405673,1.5826433094959495e+26,Esk_REL13,OTHER_CRUSTAL_FAULTING,ACTIVE_SHALLOW,40.67207339284309,90.0,0.0,15.0,,5,0.5,290.0,6.558512104063742,4.92309663341225,172.4341830897306,-42.831668700803256,0,6.766255364099546,1.5826433094959495e+26,Esk,209.13866937727497,45.0,90.0,0.0,15.0,9.8,15.0,290.0,172.37750594409584,-42.88333829076038,0,6.766255364099546,1.5826433094959495e+26,Esk,236.48572024635249,45.0,90.0,0.0,15.0,5.4,15.0,290.0,172.342501926396,-42.912500244785605,0,6.766255364099546,1.5826433094959495e+26,Esk,199.13149921711667,45.0,90.0,0.0,15.0,3.7,15.0,290.0,172.3066765103161,-42.95333349425419,0,6.766255364099546,1.5826433094959495e+26,Esk,219.6579510650146,45.0,90.0,0.0,15.0,7.2,15.0,290.0,172.20420021947834,-43.00752394220471,0,6.766255364099546,1.5826433094959495e+26,Esk,241.67574129124574,45.0,90.0,0.0,15.0,13.7,15.0,290.0,0.005,1841924066,5.4.2,51.66357546662243,1417042128
