type,magnitude,moment,name,fault_type,tect_type,rake,dip,dtop,dbottom,length,plane_count,slip_rate,dip_dir,shypo,dhypo,clon_subfault_0,clat_subfault_0,type_subfault_0,magnitude_subfault_0,moment_subfault_0,name_subfault_0,strike_subfault_0,rake_subfault_0,dip_subfault_0,dtop_subfault_0,dbottom_subfault_0,length_subfault_0,width_subfault_0,dip_dir_subfault_0,clon_subfault_1,clat_subfault_1,type_subfault_1,magnitude_subfault_1,moment_subfault_1,name_subfault_1,strike_subfault_1,rake_subfault_1,dip_subfault_1,dtop_subfault_1,dbottom_subfault_1,length_subfault_1,width_subfault_1,dip_dir_subfault_1,dt,seed,genslip_version,sdrop,srfgen_seed
4,6.996739878277433,2.0889629498498643e+26,Poulter_REL19,OTHER_CRUSTAL_FAULTING,ACTIVE_SHALLOW,-16.899540785324632,90.0,0.0,15.0,,2,1.0,145.0,4.440158059735652,7.200741315103998,171.70595929426622,-42.910890076497154,0,6.846620491559092,2.0889629498498643e+26,Poulter,49.39153176753228,0.0,90.0,0.0,15.0,24.2,15.0,145.0,171.95009574526293,-42.79507542295466,0,6.846620491559092,2.0889629498498643e+26,Poulter,65.11566784286649,0.0,90.0,0.0,15.0,23.7,15.0,145.0,0.005,226029166,5.4.2,59.446536582412136,170932354
