type,magnitude,moment,name,fault_type,tect_type,rake,dip,dtop,dbottom,length,plane_count,slip_rate,dip_dir,shypo,dhypo,clon_subfault_0,clat_subfault_0,type_subfault_0,magnitude_subfault_0,moment_subfault_0,name_subfault_0,strike_subfault_0,rake_subfault_0,dip_subfault_0,dtop_subfault_0,dbottom_subfault_0,length_subfault_0,width_subfault_0,dip_dir_subfault_0,clon_subfault_1,clat_subfault_1,type_subfault_1,magnitude_subfault_1,moment_subfault_1,name_subfault_1,strike_subfault_1,rake_subfault_1,dip_subfault_1,dtop_subfault_1,dbottom_subfault_1,length_subfault_1,width_subfault_1,dip_dir_subfault_1,dt,seed,genslip_version,sdrop,srfgen_seed
4,6.6570417300433,6.037004169059744e+25,Hanmer_REL07,OTHER_CRUSTAL_FAULTING,ACTIVE_SHALLOW,-100.42804336518356,60.0,0.0,15.0,17.7,2,0.6,170.0,-1.754245362827231,10.281342245012969,172.764999153555,-42.52000435997675,0,6.487214317180324,6.037004169059744e+25,Hanmer,94.11363108767135,-90.0,60.0,0.0,15.0,5.2,17.3,170.0,172.87165699488037,-42.532524452714625,0,6.487214317180324,6.037004169059744e+25,Hanmer,101.13775194222225,-90.0,60.0,0.0,15.0,12.5,17.3,170.0,0.005,1307050805,5.4.2,60.88091691226627,223156546
