type,magnitude,moment,name,fault_type,tect_type,rake,dip,dtop,dbottom,length,plane_count,slip_rate,dip_dir,shypo,dhypo,clon_subfault_0,clat_subfault_0,type_subfault_0,magnitude_subfault_0,moment_subfault_0,name_subfault_0,strike_subfault_0,rake_subfault_0,dip_subfault_0,dtop_subfault_0,dbottom_subfault_0,length_subfault_0,width_subfault_0,dip_dir_subfault_0,clon_subfault_1,clat_subfault_1,type_subfault_1,magnitude_subfault_1,moment_subfault_1,name_subfault_1,strike_subfault_1,rake_subfault_1,dip_subfault_1,dtop_subfault_1,dbottom_subfault_1,length_subfault_1,width_subfault_1,dip_dir_subfault_1,dt,seed,genslip_version,sdrop,srfgen_seed
4,6.567245727468832,6.037004169059786e+25,Hanmer_REL07,OTHER_CRUSTAL_FAULTING,ACTIVE_SHALLOW,-100.55778194791418,60.0,0.0,15.0,,2,0.6,170.0,-1.4249147350203735,11.594756170060986,172.764999153555,-42.52000435997675,0,6.487214317180324,6.037004169059786e+25,Hanmer,94.11363108767135,-90.0,60.0,0.0,15.0,5.2,17.3,170.0,172.87165699488037,-42.532524452714625,0,6.487214317180324,6.037004169059786e+25,Hanmer,101.13775194222225,-90.0,60.0,0.0,15.0,12.5,17.3,170.0,0.005,1274888349,5.4.2,54.901370180120054,786784201
