type,magnitude,moment,name,fault_type,tect_type,rake,dip,dtop,dbottom,length,plane_count,slip_rate,dip_dir,shypo,dhypo,clon_subfault_0,clat_subfault_0,type_subfault_0,magnitude_subfault_0,moment_subfault_0,name_subfault_0,strike_subfault_0,rake_subfault_0,dip_subfault_0,dtop_subfault_0,dbottom_subfault_0,length_subfault_0,width_subfault_0,dip_dir_subfault_0,clon_subfault_1,clat_subfault_1,type_subfault_1,magnitude_subfault_1,moment_subfault_1,name_subfault_1,strike_subfault_1,rake_subfault_1,dip_subfault_1,dtop_subfault_1,dbottom_subfault_1,length_subfault_1,width_subfault_1,dip_dir_subfault_1,clon_subfault_2,clat_subfault_2,type_subfault_2,magnitude_subfault_2,moment_subfault_2,name_subfault_2,strike_subfault_2,rake_subfault_2,dip_subfault_2,dtop_subfault_2,dbottom_subfault_2,length_subfault_2,width_subfault_2,dip_dir_subfault_2,clon_subfault_3,clat_subfault_3,type_subfault_3,magnitude_subfault_3,moment_subfault_3,name_subfault_3,strike_subfault_3,rake_subfault_3,dip_subfault_3,dtop_subfault_3,dbottom_subfault_3,length_subfault_3,width_subfault_3,dip_dir_subfault_3,clon_subfault_4,clat_subfault_4,type_subfault_4,magnitude_subfault_4,moment_subfault_4,name_subfault_4,strike_subfault_4,rake_subfault_4,dip_subfault_4,dtop_subfault_4,dbottom_subfault_4,length_subfault_4,width_subfault_4,dip_dir_subfault_4,clon_subfault_5,clat_subfault_5,type_subfault_5,magnitude_subfault_5,moment_subfault_5,name_subfault_5,strike_subfault_5,rake_subfault_5,dip_subfault_5,dtop_subfault_5,dbottom_subfault_5,length_subfault_5,width_subfault_5,dip_dir_subfault_5,clon_subfault_6,clat_subfault_6,type_subfault_6,magnitude_subfault_6,moment_subfault_6,name_subfault_6,strike_subfault_6,rake_subfault_6,dip_subfault_6,dtop_subfault_6,dbottom_subfault_6,length_subfault_6,width_subfault_6,dip_dir_subfault_6,clon_subfault_7,clat_subfault_7,type_subfault_7,magnitude_subfault_7,moment_subfault_7,name_subfault_7,strike_subfault_7,rake_subfault_7,dip_subfault_7,dtop_subfault_7,dbottom_subfault_7,length_subfault_7,width_subfault_7,dip_dir_subfault_7,dt,seed,genslip_version,sdrop,srfgen_seed
4,7.544979832753397,1.4447771956618653e+27,WhiteCk_REL11,OTHER_CRUSTAL_FAULTING,ACTIVE_SHALLOW,79.8774474819387,45.0,0.0,15.0,,8,0.2,100.0,8.47556309320312,17.877084235834037,172.12085236438222,-41.961667196518526,0,7.40653391875132,1.4447771956618653e+27,WhiteCk,14.812510301374282,90.0,45.0,0.0,15.0,14.6,21.2,100.0,172.14750152215814,-41.875000075422406,0,7.40653391875132,1.4447771956618653e+27,WhiteCk,7.583738536899184,90.0,45.0,0.0,15.0,5.2,21.2,100.0,172.17418668033906,-41.80417219520076,0,7.40653391875132,1.4447771956618653e+27,WhiteCk,19.46298647127646,90.0,45.0,0.0,15.0,11.2,21.2,100.0,172.21001674172953,-41.67583577009925,0,7.40653391875132,1.4447771956618653e+27,WhiteCk,7.030606185978955,90.0,45.0,0.0,15.0,18.1,21.2,100.0,172.2091329785774,-41.44833586876465,0,7.40653391875132,1.4447771956618653e+27,WhiteCk,355.850068497202,90.0,45.0,0.0,15.0,32.7,21.2,100.0,172.2183507803015,-41.257502355680145,0,7.40653391875132,1.4447771956618653e+27,WhiteCk,21.675951208000843,90.0,45.0,0.0,15.0,10.6,21.2,100.0,172.23082632059587,-41.16083050764883,0,7.40653391875132,1.4447771956618653e+27,WhiteCk,351.1610415804814,90.0,45.0,0.0,15.0,11.8,21.2,100.0,172.22667276108945,-41.03166519197163,0,7.40653391875132,1.4447771956618653e+27,WhiteCk,3.7564843168660462,90.0,45.0,0.0,15.0,17.1,21.2,100.0,0.005,1018710531,5.4.2,58.39310778826786,244198599
